id_obra,contratada,data_fim_previsto,data_inicio,descricao,municipio,percentual_executado,status,valor,
7244,PODIUM,"Thu, 28 Sep 2017","Fri, 24 Apr 2015",OBRA 1ª ETAPA DA URBANIZAÇÃO DO COMPLEXO POLIESPORTIVO CAMPUS ITAPERI E URBANIZAÇÃO DO HOSPITAL VETERINÁRIO DA UECE EM FORTALEZA-CE,FORTALEZA,89.86,Em Execução,2275667.44,
6158,FIEZA PROJETOS,"Sat, 31 Jan 2009","Thu, 04 Sep 2008",REFORMA E AMPLIAÇÃO DA UNIDADE DE INTERNAÇÃO PROVISÓRIA REGIONALIZADA DE J. DO NORTE,FORTALEZA,5.79,Em Execução,418726.84,
7494,FA MAGALHÃES,"Fri, 05 Jan 2018","Thu, 01 Sep 2016","CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIO (25,80X38M), NA EEFM MANUEL FERREIRA DA SILVA - EUSÉBIO - CE",EUSÉBIO,80.02,Em Execução,465761.84,
7153,SOUZA & FREITAS EDIFICAÇÕES LTDA,"Fri, 05 Feb 2016","Wed, 24 Sep 2014","CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA COM VESTIÁRIO (25,80X38), NA EEEP DOM WALFRIDO TEIXEIRA VIEIRA, NO MUNICÍPIO DE SOBRAL - CE",SOBRAL,100.00,Concluída,501039.28,
5836,HM ENGENHARIA E SERVIÇOS LTDA,"Fri, 22 Jun 2012","Fri, 02 Oct 2009",CONSTRUÇÃO DE 07 ESCOLAS ESTADUAIS PROFISSIONALIZANTES COM 12 SALAS PADRÕES.,IPU,100.00,Concluída,1921625.55,
6355,CONSTRUTORA BORGES  CARNEIRO LTDA,"Sun, 21 Apr 2013","Wed, 01 Feb 2012",REQUALIFICAÇÃO URBANA DA ÁREA CENTRAL DE FARIA BRITO - QUIOSQUE COM TRES BALCÕES,FARIAS BRITO,0,Concluída,0.00,
7748,ATHOS CONSTRUÇÕES,"Mon, 09 Apr 2018","Mon, 11 Dec 2017",EXECUÇÃO DA CONSTRUÇÃO DO CENTRO DE ESPORTE PARA FUTEBOL – ARENINHA NO MUNICÍPIO DE RUSSAS - CE,RUSSAS,14.64,Em Execução,1533699.60,
4718,SANTA TEREZA ENGENHARIA,"Fri, 02 Dec 2011","Wed, 31 Mar 2010",RECUPERAÇÃO E REFORMA DA CADEIA PÚBLICA DO MUNICIPIO DE CAPISTRANO -CE,CAPISTRANO,56.97,Concluída,39283.47,
7145,MPI,"Wed, 26 Aug 2015","Mon, 01 Sep 2014","OBRAS DE ACRÉSCIMO DE CARGA NA SUBESTAÇÃO ABRIGADA, TRANSFERÊNCIA DE CARGAS ENTRE QUADROS E ESTRUTURAS METÁLICA PARA LEITOS PESADOS DO HOSPITAL GERAL DE FORTALEZA-CE.",FORTALEZA,91.36,Paralisada,975532.10,
7247,ENGEXATA ENGENHARIA LTDA,"Fri, 01 Jul 2016","Fri, 09 Jan 2015","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE URBANIZAÇÃO E SISTEMA VIÁRIO NAS MARGENS DO RIO MARANGUAPINHO, TRECHO IV",MARACANAÚ,0.00,Em Execução,1769524.67,
4776,CG CONSTRUÇÕES,"Wed, 27 Nov 2013","Wed, 09 Jun 2010",CENTRO DE TREINAMENTO TECNICO DO CEARA EM SÃO GONSALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,99.95,Concluída,16988204.87,
7009,RCN - REDE DE CONSTRUÇÃO DO NORDESTE,"Wed, 07 Mar 2018","Fri, 06 Jun 2014",OBRAS DE CONSTRUÇÃO DE ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE ALTO SANTO - CE,ALTO SANTO,49.81,Em Execução,6533370.26,
2415,CONSTRUTORA CAMPOS OLIVEIRA,"Thu, 04 Oct 2012","Mon, 02 Aug 2010",REFORMA DO CENTRO COMUNITARIO MIRIAM PORTO MOTA PARA INSTALAÇÃO DO CENTRO PROFISSIONALIZANTE PARA PESSOAS COM DEFICIENCIA EM FORTALEZA-CE,FORTALEZA,100.00,Concluída,3996527.46,
6235,AMPLA ENGENHARIA,"Wed, 05 May 2010","Mon, 07 Dec 2009","CONSTRUÇÃO DA RESIDÊNCIA UNIVERSITÁRIA, NA UNIVERSIDADE REGIONAL DO CARIRI-URCA",CARIRIAÇU,100.00,Concluída,577964.46,
6122,J T CONSTRUÇÃO E CONSULTORIA LTDA,"Thu, 10 Sep 2009","Mon, 15 Dec 2008",CONSTRUÇÃO DO PRÉDIO DE APOIO A ESCOLA DE APRENDIZES MARINHEIROS DO CEARÁ,FORTALEZA,97.85,Concluída,1050691.73,
7575,SALINAS,"Wed, 27 Dec 2017","Tue, 02 May 2017","AMPLIAÇÃO DO CAMPUS CRAJUBAR - CONSTRUÇÃO DE RESTAURANTE UNIVERSITÁRIO, SALAS E LABORATÓRIOS EM JUAZEIRO DO NORTE-CE",JUAZEIRO DO NORTE,34.22,Em Execução,1261826.75,
6992,CETRO,"Sun, 02 Oct 2016","Wed, 21 May 2014",OBRA DE CONSTRUÇÃO DA ÁREA DE EXAMES DO DETRAN NO MUNICIPIO DE BATURITÉ - CE,BATURITÉ,100.00,Concluída,2075965.22,
7659,SM,"Wed, 16 Aug 2017","Mon, 07 Aug 2017","SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE REDENÇÃO",REDENÇÃO,100.00,Em Execução,32989.81,
7612,SM,"Sat, 29 Jul 2017","Thu, 20 Jul 2017","SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE IRAUÇUBA",IRAUÇUBA,100.00,Concluída,34163.83,
6673,JADE INDÚSTRIA COMÉRCIO E CONSTRUÇÃO LTDA,"Sun, 15 Dec 2013","Mon, 21 Jan 2013","CONSTRUÇÃO DA QUADRA COBERTA COM VESTIÁRIO NA EEFM PROFESSORA DIVA CABRAL, NO MUNICIPIO DE FORTALEZA-CE",FORTALEZA,100.00,Concluída,488240.39,
6967,DUPLO  M,"Fri, 04 Aug 2017","Wed, 23 Apr 2014",CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO NO MUNICÍPIO DE IGUATU ( JOSÉ DE ALENCAR ) - CE,IGUATU,99.65,Em Execução,1450161.48,
6254,ENGEA,"Thu, 13 May 2010","Tue, 19 May 2009","CONSTRUÇÃO DA SEDE DA DELEGACIA DE DIVISÃO DE HOMICÍDIOA, EM FORTALEZA-CE",FORTALEZA,99.84,Concluída,5768745.91,
6252,STRUCTURA ENGENHARIA.,"Fri, 09 Nov 2012","Tue, 21 Jul 2009",REFORMA COM AMPLIAÇÃO DO SETOR DE REGISTRO DO DETRAN/CE-SEDE,,321016,DETRAN,Obra,1578560.28
7501,TORRES MARTINS,"Sun, 04 Feb 2018","Thu, 01 Sep 2016","CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIOS, NA EEFM JOSÉ MILTON DE VASCONCELOS NO MUNICÍPIO DE MARACANAÚ-CE",MARACANAÚ,0.00,Em Execução,323681.72,
6963,FORTEKS ENGENHARIA,"Fri, 11 Nov 2016","Tue, 22 Apr 2014","CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO EM ÁREA URBANA NO MUNICÍPIO DE GENERAL SAMPAIO/SEDE, NO ESTADO DO CEARÁ",GENERAL SAMPAIO,98.11,Em Execução,1559401.86,
6880,CONSORCIO MORAIS & SOL CONSTRUÇÕES,"Sat, 12 Mar 2016","Tue, 23 Jul 2013",CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA ÁREA RURAL DE EUSEBIO (JABUTI) NO ESTADO DO CEARÁ,EUSÉBIO,100.00,Concluída,2084757.82,
6986,DG LOG,"Tue, 28 Jun 2016","Wed, 21 May 2014","CONSTRUÇÃO DE ESCOLAS DE ENSINO MÉDIO, NO MUNICÍPIO DE ACOPIARA-CE (ASSENTAMENTO SÃO PAULINO)",ACOPIARA,26.91,Cancelada,1302089.25,
5933,CONSTRUMAIA,"Tue, 22 Dec 2009","Thu, 24 Sep 2009",REFORMA E RECUPERAÇÃO DA CADEIA PÚBLICA DO MUNICÍPIO DE MORADA NOVA-CE,MORADA NOVA,99.70,Em Execução,152962.61,
6958,MONTE HOREBE,"Sat, 28 Mar 2015","Thu, 03 Apr 2014","EXECUÇÃO DO SERVIÇO DE MANUTENÇÃO COM SUBSTITUIÇÃO DE GRADIL NO PARQUE DO COCÓ, NAS LOCALIDADES A SEGUIR DESCRITAS: AV. ENG. SANTANA JUNIOR, AV MURILO BORGES, AV SEBASTIAO ABREU, RUA MANGUESAIS E AV. RAUL BARBOSA",FORTALEZA,22.71,Concluída,571276.74,
6213,IGC EMPREENDIMENTO IMOBILIARIO,"Thu, 29 Oct 2009","Thu, 02 Jul 2009","REFORMA DO PRÉDIO DA CORREDORIA GERAL DOS ORGÃOS DE SEGURANÇA PÚBLICA E DEFESA SOCIAL, EM FORTALEZA.",FORTALEZA,100.00,Concluída,1559529.50,
4577,NOVO HORIZONTE CONTAINERS,"Sun, 10 Jul 2016","Mon, 19 Jul 2010",SER V - AQUISIÇÃO DE MÓDULOS PARA IMPLANTAÇÃO DE UNIDADES DE PRONTO ATENDIMENTO DE SAÚDE - UPA,FORTALEZA,100.00,Concluída,3542500.00,
6810,IC PROJETOS,"Tue, 15 Apr 2014","Tue, 21 May 2013","CONSTRUÇÕES DE BANHEIROS, VESTIÁRIOS, GALPÕES E CAIXA D'ÁGUA NAS EEMR NA ÁREA RURAL NO MUNICÍPIO DE JAGUARETAMA - CE",JAGUARETAMA,100.00,Concluída,167538.05,
4849,EPOCA ENGENHARIA,"Sun, 12 Feb 2012","Fri, 02 Oct 2009",CONSTRUÇÃO DE 07 ESCOLAS ESTADUAIS PROFISSIONALIZANTES COM 12 SALAS PADRÕES,TIANGUÁ,54.15,Concluída,2210114.42,
7337,CONSTRUTORA CONCRETO,"Sat, 03 Feb 2018","Mon, 21 Nov 2016","CONCLUSÃO DA CONSTRUÇÃO DE UMA CADEIA PÚBLICA COM CAPACIDADE PARA 153 DETENTOS, NO MUNICÍPIO DE TIANGUÁ.",TIANGUÁ,47.55,Paralisada,4555164.99,
7564,SM,"Thu, 19 Oct 2017","Tue, 10 Oct 2017","SERVIÇO DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL PARA AS OBRAS PARA O PROGRAMA MAIS INFÂNCIA CEARÁ, MODALIDADE BRINQUEDOPRAÇA, NO MUNICIPIO DE MOMBAÇA/CE",MOMBAÇA,100.00,Em Execução,8415.90,
2442,CONSTJEL,"Mon, 27 Jun 2011","Wed, 08 Sep 2010",OBRAS DE REFORMA DA CADEIA PÚBLICA DO MUNICIPIO DE MULUNGU - CE,MULUNGU,100.00,Concluída,83322.78,
7007,FORTEKS ENGENHARIA,"Mon, 26 Dec 2016","Wed, 11 Jun 2014","CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, NO MUNICÍPIO FORTALEZA (BOM JARDIM), NO ESTADO DO CEARÁ",FORTALEZA,100.00,Concluída,2541093.00,
5747,TECNOCON,"Sat, 10 Oct 2009","Tue, 14 Apr 2009","CONSTRUÇÃO DE DE UMA ESCOLA RURAL PADRÃO COM 12 SALAS, EM SOBRAL - LOTE VII",SOBRAL,100.00,Concluída,225930.29,
6755,CONCRETA ENGENHARIA LTDA,"Tue, 22 Jul 2014","Mon, 15 Apr 2013",CONCLUSÃO E OBRAS COMPLEMENTARES DE UMA ESCOLA DE ENSINO MÉDIO REGULAR NO MUNICÍPIO DE ACOPIARA (UMARI) - CE,UMARI,100.00,Concluída,319163.80,
6169,AMP ENGENHARIA,"Wed, 05 Nov 2008","Mon, 09 Jun 2008","CONST. DELEGACIAS POLÍCIA CIVIL ""PADRÃO 2"" - EM IPUEIRAS",IPUEIRAS,100.00,Concluída,427680.77,
6436,SIGNUS CONSTRUÇÕES,"Fri, 12 Jun 2015","Wed, 11 Apr 2012","CONSTRUÇÃO DE ESCOLA DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRAO, NO MUNICIPIO DE MARANGUAPE - ESTADO DO CEARÁ",MARANGUAPE,100.00,Concluída,2186504.76,
7210,CDG,"Tue, 25 Aug 2015","Fri, 27 Feb 2015","EXECUÇÃO DA OBRA DE COMPLEMENTAÇÃO DO PÓRTICO DA ENTRADA DA CIDADE, NO MUNICÍPIO DE FARIAS BRITO - CE.",FARIAS BRITO,100.00,Concluída,88800.90,
7452,CONST. PORTO,"Mon, 19 Feb 2018","Tue, 23 Aug 2016",CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE BATURITÉ - CE,BATURITÉ,91.86,Em Execução,8889718.24,
5924,MWF CONSTRUÇÕES,"Mon, 04 Aug 2008","Mon, 07 Apr 2008",RECUPERAÇÃO DA CADEIA PÚBLICA DO MUNICIPIO DE ARACOIABA,ARACOIABA,100.00,Concluída,125367.48,
7201,SANTANA & SANTANA,"Thu, 16 Apr 2015","Thu, 18 Dec 2014",OBRA DE CONSTRUÇÃO DO 2º PAVIMENTO P/ 05 SALAS DE AULA E RAMPA DE ACESSO DA FECLESC - QUIXADÁ - CE,QUIXADÁ,17.89,Cancelada,355077.57,
7073,POLYTEC,"Wed, 25 Feb 2015","Tue, 01 Jul 2014","EXECUÇÃO DO SISTEMA DE COLETA DE ESGOTO DA FUNDAÇÃO NÚCLEO DE TECNOLOGIA INDUSTRIAL DO CEARÁ - NUTEC, LOCALIZADO NO CAMPUS DO PICI EM FORTALEZA-CE",FORTALEZA,100.00,Concluída,155023.67,
6907,CETRO,"Sat, 27 Aug 2016","Tue, 01 Oct 2013",CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA ÁREA RURAL EM IRACEMA (BARREIROS) NO ESTADO DO CEARÁ,IRACEMA,100.00,Concluída,1529173.53,
6176,OK EMPREENDIMENTOS,"Sun, 19 Oct 2008","Tue, 22 Jul 2008","REFORMA E ADAPTAÇÃO DE FACHADAS METÁLICAS (PADRÃO), NA DELEGACIA METROPOLITANA DE CAUCAIA (LOTE I)",CAUCAIA,100.00,Concluída,415228.05,
7185,TECNOCON,"Mon, 21 Nov 2016","Wed, 03 Dec 2014","OBRA DE CONSTRUÇÃO DA DEFENSORIA PÚBLICA DE SOBRAL, EM SOBRAL - CE",SOBRAL,88.92,Em Execução,2434439.96,
7477,CONSTRUTORA CONCRETO,"Tue, 16 Jan 2018","Mon, 18 Jul 2016",CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE JIJOCA DE JERICOACOARA - CE,JIJOCA DE JERICOACOARA,36.00,Em Execução,6945340.11,
2439,DOMO,"Tue, 30 Nov 2010","Thu, 02 Sep 2010",REFORMA E ADAPTAÇÃO NA UNIDADE RESTAURANTE POPULAR MEDO DO POVO EM PARANGABA EM FORTALEZA,FORTALEZA,100.00,Concluída,31445.49,
6100,DOIS PONTOS EMPREENDIMENTOS LTDA,"Mon, 28 Dec 2009","Thu, 02 Jul 2009",EXECUÇÃO DE PINTURA DAS UNIDADES FAZENDÁRIAS DO ESTADO DO CEARÁ.,FORTALEZA,100.00,Concluída,1261580.62,
6709,POLYTEC,"Mon, 02 Sep 2013","Wed, 06 Mar 2013",REFORMA DO NÚCLEO DE PESQUISA EM SANIDADE ANIMAL - NUPESA / FAVET - UECE - FORTALEZA-CE,FORTALEZA,100.00,Concluída,183320.89,
6950,MPI,"Wed, 09 Apr 2014","Fri, 10 Jan 2014","EXECUÇÃO DA AMPLIAÇÃO DA REDE DE MÉDIA TENSÃO E QUADROS DE BAIXA TENSÃO COM ALIMENTADORES, DA FUNDAÇÃO NÚCLEO DE TECNOLOGIA INDUSTRIAL DO CEARÁ - NUTEC, LOCALIZADA NO CAMPUS DO PICI - FORTALEZA-CE",FORTALEZA,100.00,Concluída,295018.31,
7416,URBIS CONSTRUTORA,"Thu, 02 Jun 2016","Mon, 04 Apr 2016",CONCLUSÃO DA CONSTRUÇÃO DO ABRIGO DO IDOSOS EM FORTALEZA-CE,FORTALEZA,100.00,Concluída,269452.44,
6644,ZONA NORTE,"Fri, 18 Jul 2014","Mon, 21 Jan 2013","CONSTRUÇÃO DE QUADRAS COBERTAS COM VESTIARIOS NA EEFM GOVERNADOR LUIS GONZAGA DA FONSECA MOTA, LOTE I NO MUNICIPIO DE QUIXADA",QUIXADÁ,100.00,Concluída,489884.77,
6236,CAD,"Sat, 31 Oct 2009","Mon, 03 Aug 2009",REFORMA E ADEQUAÇÃO DAS INSTALAÇÕES FÍSICAS DOS PRÉDIOS DO ANTIGO POLO OPERACIONAL DO ISSEC PARA IMPLANTAÇÃO DA PERÍCIA CIVIL E MILITAR E DA PREVIDÊNCIA.,FORTALEZA,85.97,Em Execução,313264.63,
5894,BORGES & LIMA CONSTRUÇÕES,"Tue, 07 Jun 2011","Tue, 08 Dec 2009","CONSTRUÇÃO DE (01) UMA ESCOLA DE ENSINO MÉDIO REGULAR,COM 08 (OITO) SALAS, NA LOCALIZAÇÃO DE MOCAMBO",MARCO,100.00,Concluída,1803739.51,
2592,CETRO,"Fri, 05 Oct 2012","Fri, 23 Apr 2010","CONSTRUÇÃO DE UMA ESCOLA DE EDUCAÇÃO PROFISSIONAL, COM 12 SALAS PADRAO ME/FNDE NO MUNICIPIO DE PARAMBU",PARAMBU,100.00,Concluída,7600649.02,
6342,DUPLO  M,"Sat, 23 Jul 2011","Fri, 02 Oct 2009","CONSTRUÇÃO DE 10 (DEZ)  ESCOLAS ESTADUAIS DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRÕES, LOTE IX",ICÓ,100.00,Concluída,2368896.51,
7236,SANTANA & SANTANA,"Mon, 22 Jun 2015","Fri, 24 Apr 2015","OBRA DE RECUPERAÇÃO DA PAVIMENTAÇÃO DO POSTO FISCAL DA SEFAZ , NO MUNICÍPIO DE JATI - CE",JATI,62.68,Concluída,145165.32,
6400,CONEX,"Mon, 09 May 2011","Fri, 02 Oct 2009","CONSTRUÇÃO DE 10 (DEZ)  ESCOLAS ESTADUAIS DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRÕES, LOTE II",MARACANAÚ,100.00,Concluída,1359165.54,
6466,CONSORCIO EDIFICAR,"Wed, 06 Feb 2013","Tue, 12 Jun 2012",CONCLUSÃO DA CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE COM 12 SALAS PADRÕES NO MUNICIPIO DE VIÇOSA DO CEARÁ,VIÇOSA DO CEARÁ,100.00,Concluída,3430176.16,
6855,ATHOS CONSTRUÇÕES,"Sun, 08 Sep 2013","Thu, 11 Jul 2013","OBRAS DE URBANIZAÇÃO E OBRAS COMPLEMENTARES NAS UNIDADES DE PRONTO ATENDIMENTO (UPA), NO MUNICIPIO DE FORTALEZA (JOSE WALTER) - CE",FORTALEZA,76.14,Concluída,130571.69,
6580,SOUZA & FREITAS EDIFICAÇÕES LTDA,"Mon, 31 Mar 2014","Tue, 15 Jan 2013",CONSTRUÇÃO DE QUADRAS COBERTAS COM VESTIÁRIOS NO CENTRO DA EDUCAÇÃO DE JOVENS E ADULTOS JOÃO DA SILVA RAMOS  NO MUNICIPIO DE CAMOCIM-CE,CAMOCIM,100.00,Concluída,144796.32,
5940,PALMA,"Fri, 31 Jul 2009","Mon, 02 Feb 2009","CONSTRUÇÃO DE UMA CADEIA COM 32 VAGAS PARA DETENTOS, EM MILHÃ",MILHÃ,15.05,Em Execução,1282208.86,
2515,ÂNGULO ENGENHARIA,"Sat, 04 Feb 2012","Fri, 03 Dec 2010",EXECUÇÃO DOS SERVIÇOS DE REFORMA DA EDITORA DA UNIVERSIDADE ESTADUAL DO CEARA,FORTALEZA,100.00,Concluída,179071.81,
7003,CONSTRUTORA CAMPOS OLIVEIRA,"Tue, 26 Dec 2017","Mon, 16 Jun 2014","OBRAS DE CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, NO MUNICÍPIO DE QUIXERAMOBIM (BELEM) - CE",QUIXERAMOBIM,99.47,Em Execução,2571965.22,
6712,SOUZA & FREITAS EDIFICAÇÕES LTDA,"Thu, 19 May 2016","Fri, 08 Mar 2013","CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA ÁREA RURAL REFERENTE AO LOTE II, NO MUNICIPIO DE AMONTADA (GARÇAS)",AMONTADA,99.92,Em Execução,1389101.28,
6905,CONSÓRCIO JCM & CONEXÃO,"Tue, 30 Aug 2016","Wed, 18 Sep 2013",CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO COM 08 SALAS NO MUNICÍPIO DE PACAJUS - CE,PACAJUS,100.00,Concluída,2271438.92,
5816,CONSTRUTORA ALIANÇA,"Tue, 21 Jul 2009","Thu, 23 Apr 2009",CONSTRUÇÃO DA QUADRA COBERTA NA ESCOLA EEFM ADRIÃO DO VALE NUNES - SANTANA DO CARIRI,SANTANA DO CARIRI,3.33,Em Execução,412877.86,
7554,SM,"Wed, 02 Aug 2017","Mon, 24 Jul 2017","SERVIÇO DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL PARA AS OBRAS PARA O PROGRAMA MAIS INFÂNCIA CEARÁ, MODALIDADE BRINQUEDOPRAÇA, NO MUNICIPIO DE INDEPENDÊNCIA/CE",INDEPENDÊNCIA,100.00,Em Execução,7250.98,
4679,DOIS PONTOS EMPREENDIMENTOS LTDA,"Mon, 14 Jun 2010","Wed, 17 Mar 2010",AMPLIAÇÃO E REFORMA DA EEEP DAVI VIEIRA DA SILVA ESCOLA LOCALIZADA NO MUNICIPIO DE BOA VIAGEM,BOA VIAGEM,88.91,Em Execução,518332.71,
4593,PRIMOR CONSTRUÇÕES,"Sun, 17 Nov 2013","Tue, 05 Oct 2010","EXECUÇÃO DAS OBRAS DE SISTEMA DE ABASTECIMENTO DE AGUAS NAS COMUNIDADES RURAIS SITUADAS EM GUARACIABA DO NORTE, LOTE III",GUARACIABA DO NORTE,92.89,Concluída,347250.09,
7519,FORTEKS ENGENHARIA,"Thu, 15 Feb 2018","Wed, 19 Oct 2016",CONSTRUÇÃO DE ESCOLA DE ENSINO PROFISSIONAL - EEEP NO MUNICÍPIO DE FORQUILHA - CE.,FORQUILHA,69.76,Em Execução,5678118.92,
6395,KOLINA CONSTRUÇÕES,"Mon, 12 Nov 2012","Fri, 27 Jan 2012",RECUPERAÇÃO DO NÚCLEO DE CLASSIFICAÇÃO DE PRODUTOS,FORTALEZA,100.00,Concluída,88544.58,
6224,STRUCTURA ENGENHARIA.,"Wed, 11 Jan 2012","Thu, 21 Jan 2010","REFORMA DA 15º DELEGACIA DE POLICIA CIVIL,NO BAIRRO CIDADE 2000,EM FORTALEZA-CE",FORTALEZA,98.29,Concluída,572050.00,
7373,TECNOS,"Wed, 12 Apr 2017","Thu, 17 Mar 2016","CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL-CEI, NO MUNICÍPIO DE ARARIPE/CE",ARARIPE,0.63,Cancelada,1072098.77,
6053,DIOGENES CONSTRUÇÕES LTDA,"Thu, 30 Oct 2008","Sat, 02 Aug 2008","CONSTRUÇÃO DE TRÊS UNIDADES DE PRODUÇÃO DE ADUBO ORGÂNICO LÍQUIDO, NO PROJETO DE IRRIGAÇÃO DE CURUPATI, EM JAGUARIBARA",JAGUARIBARA,99.05,Em Execução,101851.00,
5772,TECNOCON,"Thu, 20 Aug 2009","Thu, 23 Apr 2009","CONSTRUÇÃO DA EDEFM MARCELINO DE MATOS (ESCOLA INDÍGENA C/04 SALAS TIPO ""ESPAÇO EDUCATIVO URBANO II"") EM CAUCAIA",CAUCAIA,72.75,Em Execução,652613.31,
6312,L.C.S ,"Wed, 30 Nov 2011","Tue, 22 Sep 2009",CONSTRUÇAÕ DE 07 ESCOLAS ESTADUIAS PROFISSSIONALIZANTES COM 12 SALAS PADRÕES,HIDROLÂNDIA,97.41,Concluída,5180715.98,
7080,ZONA NORTE,"Fri, 27 Nov 2015","Tue, 08 Jul 2014","CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20X30) NO COLÉGIO ESTADUAL ANCHIETA, NO MUNICÍPIO DE MARANGUAPE - CE",MARANGUAPE,94.40,Concluída,297193.55,
4749,EDCON COSTRUÇÕES,"Fri, 26 Oct 2012","Wed, 14 Apr 2010",CONSTRUÇÃO DA POLICLINICA DE QUIXADA,QUIXADÁ,99.99,Concluída,6737711.98,
7005,FORTEKS ENGENHARIA,"Mon, 16 Oct 2017","Thu, 05 Jun 2014","CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, NO MUNICÍPIO DE CASCAVEL(SEDE), NO ESTADO DO CEARÁ",CASCAVEL,95.03,Em Execução,2364406.40,
6628,VETOR,"Mon, 03 Jun 2013","Mon, 04 Feb 2013",CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIOS NA EEFM GENTIL BARREIRA NO MUNICIPIO DE FORTALEZA-CE,FORTALEZA,0.00,Cancelada,105346.35,
7427,WDA CONSTRUÇÕES,"Mon, 19 Feb 2018","Tue, 23 Aug 2016",CONSTRUÇÃO DA ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONAL NO MUNICÍPIO DE OCARA - CE,OCARA,50.98,Em Execução,8719269.01,
7517,ALMEIDA PINHEIRO,"Sat, 21 Oct 2017","Mon, 24 Jul 2017",EXECUÇÃO DO PROJETO DE INSTALAÇÃO CONTRA INCÊNDIO NO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO CEARÁ - HEMOCE/SESA - EM FORTALEZA-CE,FORTALEZA,81.18,Em Execução,315096.89,
2540,DATERRA CONSTRUÇÕES E SERVIÇOS LTDA - ME,"Wed, 08 Jun 2011","Mon, 10 Jan 2011",CONSTRUÇÃO DE UMA PISTA DE SKATE COM 400M² NO MUNICIPIO DE CASCAVEL - CE,CASCAVEL,100.00,Concluída,159303.11,
4722,CIPAL,"Sun, 30 May 2010","Tue, 02 Mar 2010",REFORMA E RECUPERAÇÃO DA CADEIA PÚBLICA DE OROS-CE,ORÓS,100.00,Em Execução,179141.71,
6180,KVM,"Sun, 25 Jan 2009","Fri, 29 Aug 2008","CONSTRUÇÃO DE UMA DELEGACIA DE POLICIA CIVIL - PADRÃO II, COM NOVA FACHADA EM CARIRIAÇU",CARIRIAÇU,100.00,Concluída,617516.72,
7122,TUTTI ENGENHARIA CIVIL,"Wed, 04 May 2016","Thu, 14 Aug 2014",CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20X30) NA EEFM PROF PLÁCIDO ADERALDO CASTELO - FORTALEZA - CE,FORTALEZA,100.00,Concluída,33907.76,
6357,CONSTRUTORA BORGES  CARNEIRO LTDA,"Sun, 21 Apr 2013","Wed, 01 Feb 2012",REQUALIFICAÇÃO URBANA DA ÁREA CENTRAL DE FARIA BRITO - URBANIZAÇÃO DAS VIAS,FARIAS BRITO,98.17,Concluída,685967.63,
7239,JB2,"Sat, 17 Jun 2017","Mon, 13 Apr 2015",CONCLUSÃO DA CONSTRUÇÃO DA DELEGACIA  TIPO III - LIMOEIRO DO NORTE - CE,LIMOEIRO DO NORTE,100.00,Em Execução,667168.73,
